no,c1,c2,ch,bio,p1,p2,p-64,f-64,m2-64,m3-64,dac-64,moc-64,dec-64,coc-64,huc-64,cim-64,cim2-64,serc,aus,eecs
11.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.S03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.S187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.S188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.S197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.S944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.S945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.S947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.S948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.S949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.S954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.S955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.S956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.S957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.S958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.S959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.S965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.S966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.S967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.THT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.THU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.UR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.URG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.320A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.320B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.S083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.S591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.S592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.S680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.THG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.THU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.TIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.UR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.URG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.661A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.THG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.THU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.UR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.URG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.0111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.0201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.0291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.3791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.4311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.4331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.4341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
